GRUPO,NOMBRE GIRA,AÑO,MES,MERCADO,PAÍS,CIUDAD,RECINTO,CAPACIDAD,ENTRADA MÁS BARATA,ENTRADA MÁS CARA
Super Junior,Super Show 5,2013,11,México,México,Ciudad de México,Arena Ciudad de México,22300, Sin datos , Sin datos 
Super Junior,Super Show 5,2013,11,Europa,Inglaterra,Londres,Wembley Arena,90000, Sin datos , Sin datos 
Super Junior,Super Show 5,2013,12,Japón,Japón,Osaka,Kyocera Dome,55000, Sin datos , Sin datos 
Super Junior,Super Show 5,2013,11,Sudeste asiático,Malasia,Kuala Lumpur,Putra Indoor Stadium,10000, Sin datos , Sin datos 
Super Junior,Super Show 5,2013,11,China,China,Macao,Cotai Arena,14000, Sin datos , Sin datos 
Super Junior,Super Show 5,2014,2,China,China,Pekín,Capital Indoor Stadium,17340, Sin datos , Sin datos 
Super Junior,Super Show 6,2014,9,Corea del Sur,Corea del Sur,Seúl,Jamsil Indoor Stadium,11000, Sin datos , Sin datos 
Super Junior,Super Show 6,2014,10,Japón,Japón,Fukuoka,Marinne Messe ,13000, Sin datos , Sin datos 
Super Junior,Super Show 6,2014,10,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
Super Junior,Super Show 6,2014,11,China,China,Hong Kong,Asia World Arena,14000, Sin datos , Sin datos 
Super Junior,Super Show 6,2014,11,China,China,Shanghái,Mercedes-Benz Arena,17000, Sin datos , Sin datos 
Super Junior,Super Show 6,2015,1,Sudeste asiático,Tailandia,Bangkok,Impact Arena,12000, Sin datos , Sin datos 
Super Junior,Super Show 6,2015,1,Sudeste asiático,Singapur,Kallang,Singapore Indoor Stadium,12000, Sin datos , Sin datos 
Super Junior,Super Show 6,2015,3,China,China,Macao,Cotai Arena,14000, Sin datos , Sin datos 
Super Junior,Super Show 6,2015,3,Sudeste asiático,Malasia,Kuala Lumpur,Putra Indoor Stadium,10000, Sin datos , Sin datos 
Super Junior,Super Show 6,2015,4,Sudeste asiático,Indonesia,Yakarta,ICE BSD City,10000, Sin datos , Sin datos 
Super Junior,Super Show 6,2015,4,China,China,Nankín,Nanjing Olympic Sports Center Gymnasium,13000, Sin datos , Sin datos 
Super Junior,Super Show 6,2015,7,Japón,Japón,Osaka,Kyocera Dome,55000, Sin datos , Sin datos 
Super Junior,Super Show 7,2017,12,Corea del Sur,Corea del Sur,Seúl,Jamsil Indoor Stadium,11000, $105.00 , Sin datos 
I-DLE,Just Me ()IDLE,2022,9,Sudeste asiático,Filipinas,Manila,New Frontier Theater,1500, $60.00 , $200.00 
Super Junior,Super Show 7,2018,1,Sudeste asiático,Tailandia,Bangkok,Impact Arena,12000, Sin datos , Sin datos 
Super Junior,Super Show 7,2018,2,China,China,Hong Kong,Asia World Arena,14000, Sin datos , Sin datos 
Super Junior,Super Show 7,2018,3,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
Super Junior,Super Show 7,2018,4,América Latina,Argentina,Buenos Aires,Luna Park,8400, Sin datos , Sin datos 
I-DLE,Just Me ()IDLE,2022,9,Japón,Japón,Tokio,Toyosu Pit,1500, $70.00 , $150.00 
I-DLE,Just Me ()IDLE,2022,9,Japón,Japón,Tokio,Toyosu Pit,1500, $70.00 , $150.00 
Super Junior,Super Show 7,2018,4,México,México,Ciudad de México,Arena Ciudad de México,22300, Sin datos , Sin datos 
Super Junior,Super Show 7,2018,5,China,China,Macao,Cotai Arena,14000, Sin datos , Sin datos 
Super Junior,Super Show 7,2018,5,Sudeste asiático,Filipinas,Manila,Mall of Asia Arena,20000, Sin datos , Sin datos 
Super Junior,Super Show 7,2018,11,Sudeste asiático,Tailandia,Bangkok,Impact Challenger Hall,12000, Sin datos , Sin datos 
Super Junior,Super Show 7,2018,11,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
Super Junior,Super Show 7S Encore,2019,3,Corea del Sur,Corea del Sur,Seúl,KSPO Dome (antes Olympic Gymnastics Arena),15000, Sin datos , Sin datos 
Super Junior,Super Show 7S Encore,2019,6,Sudeste asiático,Indonesia,Yakarta,Indonesia Convention Exhibition (ICE),10000, Sin datos , Sin datos 
I-DLE,Just Me ()IDLE,2022,10,Sudeste asiático,Singapur,Singapur,The Star Theatre,5000, $70.00 , $150.00 
Super Junior,Super Show 8,2019,10,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, Sin datos , Sin datos 
Super Junior,Super Show 8,2019,11,Japón,Japón,Saitama,Saitama Super Arena,36500, Sin datos , Sin datos 
Super Junior,Super Show 8,2019,11,Sudeste asiático,Tailandia,Bangkok,Impact Arena,12000, Sin datos , Sin datos 
Super Junior,Super Show 8,2019,12,Sudeste asiático,Filipinas,Manila,Mall Of Asia Arena,20000, Sin datos , Sin datos 
Super Junior,Super Show 8,2020,1,Sudeste asiático,Indonesia,Yakarta,Indonesia Convention Exhibition (ICE),10000, Sin datos , Sin datos 
Super Junior,Super Show 8,2020,1,Asia,Macao,Cotai,Macao East Asian Games Dome,15000, Sin datos , Sin datos 
Super Junior,Super Show 8,2020,2,Japón,Japón,Osaka,Maruzen Intec Arena Osaka,10000, Sin datos , Sin datos 
Super Junior,Super Show 8,2020,2,Japón,Japón,Fukuoka,Marinne Messe,13000, Sin datos , Sin datos 
BTS,"""BTS PERMISSION TO DANCE ON STAGE - SEOUL""",2022,3,Corea del Sur,Corea del Sur,Seúl,Olympic Stadium ,69950, $116.04 , $154.72 
Super Junior,Super Show 9: Road,2022,7,Corea del Sur,Corea del Sur,Seúl,Jamsil Arena,11000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2022,7,Sudeste asiático,Tailandia,Bangkok,Impact Arena,12000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2022,9,Sudeste asiático,Singapur,Singapur,Singapore Indoor Stadium,12000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2022,9,Sudeste asiático,Indonesia,Tangerang,Indonesia Convention Exhibition (ICE),10000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2022,10,Sudeste asiático,Malasia,Kuala Lumpur,Axiata Arena,16000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2022,11,China,China,Hong Kong,Asia World Arena,14000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2022,11,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2022,12,Sudeste asiático,Filipinas,Manila,Mall Of Asia Arena,20000, Sin datos , Sin datos 
BTS,"""BTS PERMISSION TO DANCE ON STAGE - LAS VEGAS""",2022,4,Estados Unidos ,Estados Unidos ,Las Vegas ,Allegiant Stadium ,65000, $79.09 , $565.82 
Super Junior,Super Show 9: Road,2023,2,Brasil,Brasil,São Paulo,Espaço Unimed,7000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2023,2,América Latina,Perú,Lima,Estadio San Marcos,32000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2023,2,México,México,Ciudad de México,Arena Ciudad de México,22300, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2023,3,Sudeste asiático,Vietnam,Ciudad Ho Chi Minh,Quân Khu 7 Stadium,25000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2023,3,Japón,Japón,Saitama,Belluna Dome,34000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2023,4,Corea del Sur,Corea del Sur,Seúl,Jamsil Arena,11000, Sin datos , Sin datos 
BTS,YET TO COME IN BUSAN,2022,10,Corea del Sur,Corea del Sur,Busan ,Busan Asiad Main Stadium ,53864, $-   , $-   
Super Junior,Super Show 9: Road,2023,2,Brasil,Brasil,São Paulo,Espaço Unimed,7000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2023,2,América Latina,Perú,Lima,Estadio San Marcos,32000, Sin datos , Sin datos 
Super Junior,Super Show 9: Road,2023,2,México,México,Ciudad de México,Arena Ciudad de México,22300, Sin datos , Sin datos 
Super Junior,Delight Party FanCon 2023,2023,11,México,México,Ciudad de México,Frontón México,4200, Sin datos , Sin datos 
TWICE,"TWICE 4th World Tour ""Ⅲ"" ",2022,2,Estados Unidos ,Estados Unidos,Los Ángeles,The Forum,17505, $59.50 , $199.50 
Super Junior,Super Show Spin-Off: Halftime,2024,6,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, $105.00 , Sin datos 
TWICE,"TWICE 4th World Tour ""Ⅲ"" ",2022,2,Estados Unidos ,Estados Unidos,Oakland,Oakland Arena,19200, $59.50 , $199.50 
TWICE,"TWICE 4th World Tour ""Ⅲ"" ",2022,2,Estados Unidos ,Estados Unidos,Dallas,Dickies Arena,14000, $59.50 , $199.50 
Super Junior,Super Show Spin-Off: Halftime,2024,7,Sudeste asiático,Vietnam,Ciudad Ho Chi Minh,Phu Tho Indoor Stadium,5000, Sin datos , Sin datos 
Super Junior,Super Show Spin-Off: Halftime,2024,8,Sudeste asiático,Malasia,Kuala Lumpur,Axiata Arena,16000, Sin datos , Sin datos 
Super Junior,Super Show Spin-Off: Halftime,2024,8,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
TWICE,"TWICE 4th World Tour ""Ⅲ"" ",2022,2,Estados Unidos ,Estados Unidos,Atlanta,State Farm Arena,16888, $59.50 , $199.50 
Super Junior,Super Show Spin-Off: Halftime,2024,9,Sudeste asiático,Indonesia,Yakarta,BCIS,82000, Sin datos , Sin datos 
Super Junior,D&E World Tour: Eclipse,2024,11,China,Taiwán,Taoyuan,NTSU Arena (Linkou Arena),15000, Sin datos , Sin datos 
Super Junior,D&E World Tour: Eclipse,2024,12,Sudeste asiático,Tailandia,Bangkok,UOB Live,6000, Sin datos , Sin datos 
Super Junior,D&E World Tour: Eclipse,2024,12,China,Hong Kong,Hong Kong,AXA x Wonderland,25000, Sin datos , Sin datos 
Super Junior,"SM Town Live 2025: The Culture, the Future",2025,5,México,México,Ciudad de México,Estadio GNP Seguros,65000, Sin datos , Sin datos 
Super Junior,"SM Town Live 2025: The Culture, the Future",2025,5,Estados Unidos,Estados Unidos,Los Ángeles,Dignity Health Sports Park,27000, Sin datos , Sin datos 
Super Junior,"SM Town Live 2025: The Culture, the Future",2025,6,Europa,Inglaterra,Londres,Allianz Stadium Twickenham,82000, Sin datos , Sin datos 
Super Junior,"SM Town Live 2025: The Culture, the Future",2025,8,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
TWICE,"TWICE 4th World Tour ""Ⅲ"" ",2022,2,Estados Unidos ,Estados Unidos,New York,UBS Arena,17250, $59.50 , $199.50 
Super Junior,Kstyle Party 2025,2025,3,Japón,Japón,Tokio,Ariake Arena,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation Asia Tour ""Into The New World""",2009,12,Corea del Sur,Corea del Sur,Seúl,Olympic Fencing Gymnasium,6341, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation Asia Tour ""Into The New World""",2010,2,Corea del Sur,Corea del Sur,Seúl,Olympic Fencing Gymnasium,6341, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation Asia Tour ""Into The New World""",2010,4,China,China,Shanghái,Shanghai Indoor Stadium,13000, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation Asia Tour ""Into The New World""",2010,10,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation 1st Arena Tour In Japan,2011,5,Japón,Japón,Osaka,Osaka Jo-Hall,16000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation 1st Arena Tour In Japan,2011,6,Japón,Japón,Osaka,Osaka Jo-Hall,16000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation 1st Arena Tour In Japan,2011,6,Japón,Japón,Saitama,Saitama Super Arena,36500, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation 1st Arena Tour In Japan,2011,6,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation 1st Arena Tour In Japan,2011,7,Japón,Japón,Hiroshima,Hiroshima Green Arena,10000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation 1st Arena Tour In Japan,2011,7,Japón,Japón,Nagoya,Nippon Gaishi Hall,10000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation 1st Arena Tour In Japan,2011,7,Japón,Japón,Fukuoka,Marine Messe,13000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation Tour,2011,7,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation Tour,2011,9,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation Tour,2011,12,Sudeste asiático,Singapur,Kallang,Singapore Indoor Stadium,12000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation Tour,2012,1,China,China,Hong Kong,AsiaWorld-Expo Arena,14000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation Tour,2012,2,Sudeste asiático,Tailandia,Bangkok,Impact Arena,12000, Sin datos , Sin datos 
TWICE,"TWICE 4th World Tour ""Ⅲ"" ",2022,5,Estados Unidos ,Estados Unidos,Los Ángeles,Banc of California Stadium,22000, $59.50 , $199.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,6,Corea del Sur,Corea del Sur,Seúl,Gocheok Sky Dome,16744, $92.46 , $115.58 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,8,Estados Unidos ,Estados Unidos,Seattle,Climate Pledge Arena,18300, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,8,Estados Unidos ,Estados Unidos,Oakland,Oakland Arena,19200, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,8,Estados Unidos ,Estados Unidos,Los Ángeles,The Kia Forum,17505, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,8,Estados Unidos ,Estados Unidos,Houston,Toyota Center,19000, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,8,Estados Unidos ,Estados Unidos,Fort Worth,Dickies Arena ,14000, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,8,Estados Unidos ,Estados Unidos,Chicago,United Center,23500, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,8,Estados Unidos ,Estados Unidos,Washington,Capital One Arena,20356, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,8,Estados Unidos ,Estados Unidos,Atlanta,State Farm Arena,16888, $59.50 , $449.50 
Girls' Generation (SNSD),World Tour Girls & Peace,2013,6,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),World Tour Girls & Peace,2013,7,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),World Tour Girls & Peace,2013,9,Sudeste asiático,Indonesia,Yakarta,Mata Elang International Stadium,20053, Sin datos , Sin datos 
Girls' Generation (SNSD),World Tour Girls & Peace,2013,10,Sudeste asiático,Singapur,Kallang,Singapore Indoor Stadium,12000, Sin datos , Sin datos 
Girls' Generation (SNSD),World Tour Girls & Peace,2013,11,China,China,Hong Kong,AsiaWorld-Expo Arena,14000, Sin datos , Sin datos 
Girls' Generation (SNSD),World Tour Girls & Peace,2013,1,Sudeste asiático,Tailandia,Bangkok,Impact Arena,12000, Sin datos , Sin datos 
Girls' Generation (SNSD),World Tour Girls & Peace,2014,2,China,China,Macao,Cotai Arena,11000, Sin datos , Sin datos 
Girls' Generation (SNSD),Love & Peace 3rd Japan Tour,2014,4,Japón,Japón,Fukuoka,Marine Messe,13000, Sin datos , Sin datos 
Girls' Generation (SNSD),Love & Peace 3rd Japan Tour,2014,5,Japón,Japón,Hiroshima,Hiroshima Green Arena,10000, Sin datos , Sin datos 
Girls' Generation (SNSD),Love & Peace 3rd Japan Tour,2014,5,Japón,Japón,Kōbe,Kobe World Memorial Hall,8000, Sin datos , Sin datos 
Girls' Generation (SNSD),Love & Peace 3rd Japan Tour,2014,6,Japón,Japón,Nagoya,Nippon Gaishi Hall,10000, Sin datos , Sin datos 
Girls' Generation (SNSD),Love & Peace 3rd Japan Tour,2014,6,Japón,Japón,Osaka,Osaka Jo-Hall,16000, Sin datos , Sin datos 
Girls' Generation (SNSD),Love & Peace 3rd Japan Tour,2014,6,Japón,Japón,Saitama,Saitama Super Arena,36500, Sin datos , Sin datos 
Girls' Generation (SNSD),Love & Peace 3rd Japan Tour,2014,7,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation ""The Best Live""",2014,12,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation 4th Tour ""Phantasia""",2015,11,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation 4th Tour ""Phantasia""",2015,12,Japón,Japón,Nagoya,Nippon Gaishi Hall,10000, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation 4th Tour ""Phantasia""",2015,12,Japón,Japón,Kōbe,Kobe World Memorial Hall,8000, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation 4th Tour ""Phantasia""",2015,12,Japón,Japón,Saitama,Saitama Super Arena,36500, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation 4th Tour ""Phantasia""",2016,1,Sudeste asiático,Tailandia,Bangkok,Impact Arena,12000, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation 4th Tour ""Phantasia""",2016,4,Sudeste asiático,Indonesia,Tangerang,Indonesia Convention Exhibition,10000, Sin datos , Sin datos 
Girls' Generation (SNSD),"Girls' Generation 4th Tour ""Phantasia""",2016,5,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),Into The New World Tokyo Showcase japan,2010,8,Japón,Japón,Tokio,Ariake Coliseum,10000, Sin datos , Sin datos 
Girls' Generation (SNSD),Naver Music Girls' Generation V Concert ,2013,1,Corea del Sur,Corea del Sur,Seúl,M-Stage,66704, Sin datos , Sin datos 
Girls' Generation (SNSD),"Naver Star Cast Comeback Showcase ""PARTY""",2015,7,Corea del Sur,Corea del Sur,Seúl,Banyan Tree Club & Spa Seoul,Sin datos, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live '08,2008,8,Corea del Sur,Corea del Sur,Seúl,Seoul Olympic Stadium,69950, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live '08,2008,9,China,China,Shanghái,Shanghai Stadium,72000, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live '08,2009,2,Sudeste asiático,Tailandia,Bangkok,Rajamangala National Stadium,65000, Sin datos , Sin datos 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,9,Estados Unidos ,Estados Unidos,Belmont Park,UBS Arena,19000, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,9,América del Norte,Canadá,Toronto,Scotiabank Arena ,19800, $57.30 , $143.80 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,9,Estados Unidos ,Estados Unidos,Newark,Prudential Center ,16755, $59.50 , $449.50 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,9,Sudeste Asiático,Indonesia,Jakarta,Indonesia Convention Exhibition ,10000, $65.27 , $213.61 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,10,Sudeste Asiático,Tailandia ,Bangkok,Impact Challeger Hall,11000, $50.00 , $175.00 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,10,Sudeste Asiático,Filipinas,Manila ,Mall of Asia Arena,20000, $51.30 , $326.38 
Girls' Generation (SNSD),SMTown Live World Tour III,2012,5,Estados Unidos,Estados Unidos,Anaheim,Honda Center,18336, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live World Tour III,2012,6,China,Taiwán,Hsinchu,Hsinchu County Stadium,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live World Tour III,2012,8,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live World Tour III,2012,11,Sudeste asiático,Singapur,Singapur,The Float @ Marina Bay,30000, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live World Tour III,2013,10,China,China,Pekín,Beijing National Stadium (Bird’s Nest),80000, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Week,2013,12,Corea del Sur,Corea del Sur,Goyang,KINTEX (Korea International Exhibition Center),6000, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live World Tour IV,2014,8,Corea del Sur,Corea del Sur,Seúl,Seoul World Cup Stadium,66704, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTown Live World Tour IV,2014,10,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
Girls' Generation (SNSD),KCON 2014,2014,8,Estados Unidos,Estados Unidos,Los Ángeles,Los Angeles Memorial Sports Arena,16740, Sin datos , Sin datos 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,10,Sudeste Asiático,Singapur,Singapur,Singapour Indoor Stadium,12000, $142.87 , $264.46 
Girls' Generation (SNSD),SMTOWN Live,2018,4,Asia,Emiratos Árabes Unidos,Dubái,The Autism Rocks Arena,21000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation,2016,4,Sudeste asiático,Indonesia,Tangerang,Indonesia Convention Exhibition,10000, Sin datos , Sin datos 
Girls' Generation (SNSD),KCON 2015,2015,8,Estados Unidos,Estados Unidos,Newark,Prudential Center,16755, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation,2014,2,China,China,Macao,Cotai Arena at The Venetian,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation World Tour: Girls & Peace,2013,9,Sudeste asiático,Indonesia,Yakarta,Mata Elang International Stadium ,20053, Sin datos , Sin datos 
Girls' Generation (SNSD),Super Joint Concert,2013,3,Sudeste asiático,Tailandia,Bangkok,Rajamangala National Stadium,65000, Sin datos , Sin datos 
Girls' Generation (SNSD),Dream KPOP Fantasy Concert,2013,1,Sudeste asiático,Filipinas,Manila,"	SM Mall of Asia Concert Grounds",20000, Sin datos , Sin datos 
Girls' Generation (SNSD),SMTOWN LIVE WORLD TOUR III,2012,11,Sudeste asiático,Tailandia,Bangkok,Thunderdome Stadium,15000, Sin datos , Sin datos 
Girls' Generation (SNSD),2011 Girls' Generation Tour,2011,7,Corea del Sur,Corea del Sur,Seúl,Seoul Olympic Stadium,69950, Sin datos , Sin datos 
Girls' Generation (SNSD),Girls' Generation Tour,2012,1,China,China,Hong Kong,AsiaWorld-Expo Arena,14000, Sin datos , Sin datos 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,12,Sudeste Asiático,Filipinas,Bucalán,Philippine Arena,55000, $32.73 , $326.40 
SEVENTEEN,"SEVENTEEN World Tour ""Be The Sun""",2022,12,Sudeste Asiático,Indonesia,Jakarta,Gelora Bung Karno Madya Stadium,20000, $65.27 , $213.61 
Stray Kids," 2nd World Tour ""Maniac""",2023,2,Sudeste asiático,Tailandia,Pak Kret,Impact Arena,12000, $70.00 , $240.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,2,Sudeste asiático,Tailandia,Pak Kret,Impact Arena,12000, $70.00 , $240.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,2,Sudeste asiático,Singapur,Singapur,Singapore Indoor Stadium,12000, $120.00 , $250.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,2,Oceanía,Australia,Melbourne,Rod Laver Arena,15400, $100.00 , $240.00 
Girls' Generation (SNSD),Love & Peace Japan 3rd Tour,2014,4,Japón,Japón,Nagoya,Nippon Gaishi Hall,10000, Sin datos , Sin datos 
Stray Kids," 2nd World Tour ""Maniac""",2023,2,Oceanía,Australia,Melbourne,Rod Laver Arena,15400, $100.00 , $240.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,2,Oceanía,Australia,Sídney,Qudos Bank Arena,21000, $100.00 , $240.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,2,Oceanía,Australia,Sídney,Qudos Bank Arena,21000, $100.00 , $240.00 
SHINee,SMTown Live '08,2008,8,Corea del Sur,Corea del Sur,Seúl,Seoul Olympic Stadium,69950, Sin datos , Sin datos 
SHINee,SMTown Live '08,2008,9,China,China,Shanghái,Shanghai Stadium,72000, Sin datos , Sin datos 
SHINee,TVXQ - The 3rd Asia Tour: Mirotic,2009,2,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, Sin datos , Sin datos 
SHINee,"Girls' Generation ""Into The New World""",2009,12,China,China,Shanghái,Shanghai Grand Stage,10000, Sin datos , Sin datos 
SHINee,SMTown Live '08,2009,2,Sudeste asiático,Tailandia,Bangkok,Rajamangala National Stadiumangala,65000, Sin datos , Sin datos 
SHINee,"The 1st Concert ""SHINee World""",2010,12,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, $80.00 , Sin datos 
SHINee,SMTown Live '10 World Tour,2010,8,Corea del Sur,Corea del Sur,Seúl,Seoul Olympic Stadium,69950, Sin datos , Sin datos 
SHINee,SMTown Live '10 World Tour,2010,9,Estados Unidos,Estados Unidos,Los Ángeles,Staples Center,20000, Sin datos , Sin datos 
SHINee,SMTown Live '10 World Tour,2010,9,China,China,Shanghái,Hongkou Football Stadium,33060, Sin datos , Sin datos 
SHINee,"The 1st Concert ""SHINee World""",2011,1,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, $80.00 , Sin datos 
SHINee,"The 1st Concert ""SHINee World""",2011,7,China,Taiwán,Taipéi,Taipei Arena,15000, $80.00 , Sin datos 
SHINee,"The 1st Concert ""SHINee World""",2011,8,China,China,Nankín,Nanjing Olympic Sports Center,13000, $80.00 , Sin datos 
SHINee,"The 1st Concert ""SHINee World""",2011,9,Sudeste asiático,Singapur,Singapur,Singapore Indoor Stadium,12000, $80.00 , Sin datos 
SHINee,"The 1st Concert ""SHINee World""",2011,10,Japón,Japón,Nagoya,Nippon Gaishi Hall,10000, $80.00 , Sin datos 
SHINee,"The 1st Concert ""SHINee World""",2011,11,Japón,Japón,Osaka,Osaka Jo-Hall,16000, $80.00 , Sin datos 
SHINee,Japan Debut Premium Reception Tour,2011,6,Europa,Inglaterra,La Londe,Abbey Road Studios,Sin datos, Sin datos , Sin datos 
SHINee,Japan Debut Premium Reception Tour,2011,7,Japón,Japón,Fukuoka,IMS Hall,1000, Sin datos , Sin datos 
SHINee,Japan Debut Premium Reception Tour,2011,7,Japón,Japón,Kōbe,Kobe Kokusai Kaikan (Kobe International Hall),2200, Sin datos , Sin datos 
SHINee,Japan Debut Premium Reception Tour,2011,7,Japón,Japón,Tokio,"	Nakano Sunplaza",2222, Sin datos , Sin datos 
SHINee,Japan Debut Premium Reception Tour,2011,8,Japón,Japón,Sapporo,"	Sapporo Factory Hall",2008, Sin datos , Sin datos 
SHINee,Japan Debut Premium Reception Tour,2011,8,Japón,Japón,Nagoya,Chukyo University Culture and Civic Center – Aurora Hall,2291, Sin datos , Sin datos 
